path,slice_file_name,fsID,start,end,salience,fold,classID,class,mfccs
data\UrbanSound8K\audio\fold4\156868-8-1-0.wav,156868-8-1-0.wav,156868,2.094109,3.022564,1,4,8,siren,"[-3.68270013e+02  1.71570979e+02 -7.43465987e+01 -4.57785033e+00
 -1.52667962e+01 -2.47373538e+01 -4.20852451e+00 -1.42536322e+01
 -2.64061588e+00 -2.90664242e+00 -3.43130109e+00 -1.78117931e+00
 -9.23440767e-01  4.87565037e+00  9.51934139e+00  1.03203916e+01
 -1.42704856e-01  5.23394924e+00  6.60284736e+00 -2.11606532e+00
  2.58790327e+00  2.13473245e-02  1.27472741e+00  1.34412632e+00
 -6.62890035e+00 -6.13143568e+00 -4.13427385e+00 -2.20233306e+00
 -4.29118951e+00 -3.26090736e+00 -3.72775350e+00 -7.04070151e+00
  1.76595994e+00  6.17126731e-01 -4.89841517e+00  8.11436943e-01
  2.15668771e+00 -2.01663732e+00 -4.27332163e+00 -1.11039978e+00]"
data\UrbanSound8K\audio\fold3\42117-8-0-9.wav,42117-8-0-9.wav,42117,93.160252,97.160252,2,3,8,siren,"[-3.01222022e+02  1.85750179e+02 -3.98325379e+01 -1.59428925e+01
 -6.04122600e+00 -9.69425874e+00  1.10853710e+01  1.14507673e+01
  1.82460079e+01  8.56576684e+00 -6.82289822e+00 -3.94157613e+00
  9.05749742e-01  4.38488036e+00 -7.28136394e-01 -5.87748629e+00
 -2.24826810e+00  3.24865534e+00  3.58441441e+00 -1.13074163e+00
 -2.25750843e-02 -2.16724082e-01 -9.63536579e-01  5.71729205e+00
  4.97885639e+00 -1.89804811e+00 -3.71590144e+00 -4.42523378e-01
  2.40325522e+00  5.67187380e-01  2.80057367e+00  6.13241033e+00
  2.79253555e+00  3.84301666e-01  2.51194549e-01  5.47731988e-01
 -3.33257322e-01 -2.92196522e+00 -2.13264380e+00 -8.30822517e-01]"
data\UrbanSound8K\audio\fold1\157867-8-0-28.wav,157867-8-0-28.wav,157867,14.0,18.0,1,1,8,siren,"[-347.42799495   91.19391057  -32.18177385   -7.79063555  -17.00110094
    9.13621854   19.05493044   23.36119369    9.59483242   -5.41476492
   -3.55336926    6.6192709    12.57988076    1.50960318   -6.54296298
   -9.79355824    9.23895658    7.99985143   -4.00496114    4.70395865
    5.62806085   -6.39664206  -11.16627586    3.31675522    5.54015763
   -4.64754644   -4.25089091   -1.6685928    -4.80658955   -0.68797181
   -0.72950494   -7.02812509   -3.51789894   -5.58919389   -6.42547225
   -2.03083232   -3.84261176   -3.89146852   -2.13823599   -3.40315563]"
data\UrbanSound8K\audio\fold8\133473-8-0-1.wav,133473-8-0-1.wav,133473,0.5,4.5,2,8,8,siren,"[-1.99774181e+02  2.00894634e+02 -2.15059604e+01  1.78800141e+01
 -1.34589400e+01  1.62655670e+01  1.61626093e+01  1.66318503e+01
  2.08245958e+01  4.39204552e+00 -1.63174552e+00  7.30285873e+00
  6.61775663e+00  4.65071943e+00  6.41239162e+00 -1.84985528e+00
  8.17304442e+00  2.65771624e+00  6.53301984e+00  8.81429525e+00
  3.05140462e+00  5.88092323e+00 -5.11446800e-01  2.04482026e+00
  1.15358934e+00 -1.34302332e+00 -2.46162780e+00 -4.05548384e-01
  5.01637547e+00  1.98084845e+00  3.88292048e-01 -1.17169935e+00
 -1.47707792e+00  1.48551080e+00 -7.36095389e-01 -9.94345688e-01
 -8.49498057e-01 -1.10898154e+00 -8.67565001e-02  3.34995982e-02]"
data\UrbanSound8K\audio\fold3\42117-8-0-4.wav,42117-8-0-4.wav,42117,90.660252,94.660252,2,3,8,siren,"[-2.83553366e+02  2.11121443e+02 -3.69275296e+01  2.55673887e+01
 -1.53339578e+01  1.45261686e+01  2.71096849e+00  9.90777381e+00
  1.00692744e+01  1.61178240e+00  4.71201165e+00 -1.92338148e+00
  4.53439348e+00 -6.78482817e-01  1.29512774e+00  1.86501726e+00
 -3.28976625e+00  2.06840022e+00  1.62347971e+00  4.08433349e-02
  5.07496400e-01 -7.01967644e-01  1.46806538e-01  1.42717996e+00
  1.71842077e+00 -1.43856922e+00  5.64402763e-01 -4.43492510e-01
 -4.46889464e-01 -1.24074942e-01  9.19580542e-01  2.73029322e+00
  2.14696338e+00 -4.28524130e-01 -2.52332751e+00 -2.27735472e-01
 -1.03595650e+00 -2.64576656e-01 -2.37965636e+00 -3.83532047e-01]"
data\UrbanSound8K\audio\fold6\74726-8-0-12.wav,74726-8-0-12.wav,74726,6.523561,10.523561,2,6,8,siren,"[-5.39368488e+02  1.63352513e+02 -2.20754612e+01 -2.57911481e+01
 -1.87150170e+01 -2.09260556e+01 -1.37848780e+01  5.31772076e+00
  1.35662361e+01  1.41537413e+01 -7.96471894e-01 -1.10055791e+01
 -1.42416351e+01 -2.92088910e+00  7.19722519e-01 -4.92775927e-01
 -5.55337853e+00 -3.15845935e+00 -2.18409410e+00 -2.62001954e+00
 -5.55532086e+00  1.45029246e+00  4.80258690e+00  2.06946164e+00
 -5.62628925e+00 -7.43135290e+00 -5.27376263e+00 -2.71875890e+00
 -3.55768293e+00 -3.43071229e+00 -5.48410490e+00 -4.65146725e+00
 -2.27730257e+00 -1.20807375e+00 -7.58616114e-02  1.68528138e-01
 -1.74576864e+00 -3.66165435e+00 -1.80781683e+00  1.54535260e+00]"
data\UrbanSound8K\audio\fold8\98536-8-0-0.wav,98536-8-0-0.wav,98536,0.0,1.358367,1,8,8,siren,"[-2.17623218e+02  1.32004645e+02 -7.17282331e+01 -3.43063822e+01
 -7.07383643e+00 -1.26634357e+01  5.17060923e+01  3.58967638e+01
  2.37088899e+01 -3.28524727e+00  3.26993519e-01  1.12030196e+01
 -1.60301922e+00 -6.37668461e+00 -1.25435546e+01  9.05076055e+00
  1.41472206e+01  1.07536294e+00  9.05574911e-01  7.56451648e+00
  1.52683443e+00  1.95916127e+00  6.78047730e-01  6.67131181e+00
 -9.98878935e+00  4.75786650e-01  1.62192953e+00  4.55717988e+00
  2.58009080e+00  4.94451567e+00  1.37061624e-01 -4.62561256e+00
 -1.03433252e+00  2.02794772e+00 -9.20636961e-01 -2.02988464e+00
  3.33822909e+00  7.70817840e+00  1.67226739e+00 -5.27995635e+00]"
data\UrbanSound8K\audio\fold1\157867-8-0-0.wav,157867-8-0-0.wav,157867,0.0,4.0,1,1,8,siren,"[-340.37422819   94.78410522  -33.88676008   -9.85093515  -20.28166715
    8.38977257   22.42399341   26.19904261   10.39849181   -8.6434109
   -7.67314043    3.73689457   12.26190583    6.19401129   -0.66521905
   -8.38758512    4.86757783    5.04296398   -2.07222967    4.92025275
    2.1560144    -7.03801073   -7.5343156     6.47245479    6.03685173
   -6.53175987   -5.98018092   -1.52223865   -4.44632996   -1.34846997
   -0.77669278   -6.105651     -3.49597596   -6.07523112   -5.13052609
   -0.52378008   -6.722021     -6.82680916   -0.47201547   -2.72510896]"
data\UrbanSound8K\audio\fold1\118279-8-0-9.wav,118279-8-0-9.wav,118279,4.5,8.5,2,1,8,siren,"[-4.51332722e+02  2.10420617e+02 -3.04468743e+01  1.75827148e+01
 -1.13085512e+01  5.82464349e+00  1.91727868e+01  1.89157646e+01
  1.64338493e+01  9.66368206e+00 -3.82450136e+00  3.23323313e+00
  5.88697143e+00  3.35418331e+00 -6.20021394e-02 -6.07123685e+00
  1.90565232e+00 -1.64096254e+00  1.91404323e+00  2.71974489e+00
 -4.29612042e+00 -8.79434029e-01  4.25132509e+00  4.47979585e+00
 -1.67300683e+00 -6.60856943e+00 -9.14909112e-01  2.01567894e+00
 -1.31031484e+00 -2.52967605e-01  1.49389587e+00 -1.56368747e+00
 -2.17821468e+00 -9.87661882e-01  2.42679641e+00  2.02912017e+00
 -5.68101202e+00 -5.85224267e+00 -9.36371678e-01  1.52142962e-01]"
data\UrbanSound8K\audio\fold7\43805-8-2-0.wav,43805-8-2-0.wav,43805,64.723608,64.983987,1,7,8,siren,"[-265.40746976  173.62177737  -47.94505829    1.13318362   14.81116969
   -2.35869235   10.60180103   -4.92252241  -16.90284978   -9.69590782
   -4.63821483    5.38605695   19.92823607   24.57645743   14.73248511
    7.78991626   12.03187079   15.95676735   15.49032841   10.69924933
    1.58063741   -8.49061154   -7.38483939  -11.33936696   -9.30750884
   -5.43099095   -2.60875482    2.16711983    4.45351563    4.46623839
   -0.3273942     3.71984151    7.04832781    2.34235207   -1.91481479
    1.58605606    5.50070506    2.73255914   -2.3972108    -2.99762862]"
data\UrbanSound8K\audio\fold4\159752-8-2-1.wav,159752-8-2-1.wav,159752,36.803143,40.803143,2,4,8,siren,"[-4.77137242e+02  2.40741849e+02  3.28449605e+01  9.06687146e+00
  1.19345152e+01  4.04076365e+00  1.62522096e+00  7.53386706e+00
  1.02548143e+01 -6.39332123e-01 -4.08277532e+00  6.12705840e+00
  2.01698063e+00 -6.35830690e+00 -3.01539329e+00 -1.55989816e+00
 -5.16784307e+00 -6.40844661e+00 -5.90321615e+00 -6.78743155e+00
 -7.40315478e+00 -3.45700818e+00 -6.26151957e-01 -3.25391704e+00
 -1.70003289e+00 -1.35021000e+00 -1.38939994e+00  1.26160922e+00
  2.33090614e+00  2.31007701e-01 -3.06456155e+00 -2.35605629e+00
  1.02300868e+00 -4.55016884e-01 -2.79724654e+00 -1.69478199e+00
 -1.91752864e+00 -1.33968761e-01 -2.20347495e+00 -3.70795601e+00]"
data\UrbanSound8K\audio\fold9\66601-8-0-0.wav,66601-8-0-0.wav,66601,71.06054300000001,75.06054300000001,2,9,8,siren,"[-3.10697563e+02  1.50010542e+02 -5.30570431e-01  2.24317005e+01
 -3.09718741e+01  1.74949494e+01  5.23110716e+00  2.20821830e+01
  7.70772407e+00  1.40963113e+01  3.91565347e+00  7.98568662e+00
 -3.98101581e-01  6.15068591e+00 -5.07224802e+00  1.81610899e+00
 -1.58274004e+00 -1.74196377e+00 -6.21910466e+00  3.65377511e-01
 -5.32765073e+00  1.51121586e+00 -3.06728708e+00  3.04317388e+00
 -1.41974390e+00  1.56578641e+00 -1.49117918e+00  1.68130666e+00
 -2.55353515e+00  4.73491924e-01 -4.99280993e+00 -2.47026267e+00
 -3.00971247e+00 -4.50996967e-01 -2.20857729e+00 -3.02219479e-01
 -1.66680373e+00 -2.75091213e-01 -3.10821128e+00 -6.66390376e-01]"
data\UrbanSound8K\audio\fold7\107357-8-1-11.wav,107357-8-1-11.wav,107357,164.517232,168.517232,2,7,8,siren,"[-3.29240247e+02  1.77919794e+02 -2.90933491e+01 -5.42975782e+00
 -1.78928014e+01  2.87603087e+01  1.47263395e+01  8.17607780e+00
  1.15162150e+01  2.25416909e+01  1.08551740e+00 -4.40178883e+00
  8.28851140e+00  8.44312397e+00  8.88917314e+00  1.31549311e+00
  4.62104360e+00  1.36673299e+01  1.02684403e+01  1.05797640e+01
  6.73134590e+00 -3.52646260e+00 -1.64750443e+01 -2.14103364e+01
  4.21464940e+00  2.60481692e+01  2.46136700e+01  1.42608850e-01
 -9.70673053e+00  2.41375811e-01  7.01030452e+00 -3.24616850e+00
 -1.41400533e+01 -5.17821546e+00  1.30149004e+01  1.95229994e+01
  3.47274473e+00 -6.44217850e+00 -1.41496126e+00  3.36272088e+00]"
data\UrbanSound8K\audio\fold1\43806-8-0-0.wav,43806-8-0-0.wav,43806,0.0,4.0,1,1,8,siren,"[-3.15752757e+02  1.62968981e+02 -2.66557227e+01  2.49877989e+01
 -8.82581238e-01 -6.60006438e-01  3.24062597e+01  1.84488246e+01
 -2.95106699e+00  3.17303597e+00  3.70435606e+00  3.80576099e+00
  1.76697302e+01  9.50779494e+00 -1.44525291e+00  6.80907696e+00
  8.04014261e+00  4.47188590e+00  4.53522739e+00  4.10650708e+00
 -1.21030116e+00 -7.66686805e-01  3.11652511e+00 -2.54448830e+00
 -2.78190071e+00 -2.35220447e+00 -4.61692045e+00  9.76227193e-01
  3.31850214e+00 -3.67147743e-01 -1.79942667e+00 -2.62683478e+00
 -1.72492682e+00  9.22077513e-01  3.11862872e+00 -1.34592282e-01
 -2.97954780e+00  5.34424957e-02 -1.65498990e+00 -2.56369079e+00]"
data\UrbanSound8K\audio\fold2\102871-8-0-9.wav,102871-8-0-9.wav,102871,4.5,8.5,1,2,8,siren,"[-2.87613216e+02  1.90832699e+02 -5.55298946e+01 -6.84226393e+00
 -1.23359990e+01 -2.12556102e+00  8.18678934e+00 -8.40344566e+00
 -4.28394452e+00 -1.84629940e+00 -5.78932157e+00 -3.36800627e+00
  2.10686827e+00 -1.66729644e+00  1.33005693e+00  3.20184716e+00
 -2.33119967e+00 -2.05588275e+00 -5.66508649e+00 -3.29600476e+00
  6.33977761e+00  9.30643855e+00  9.84793707e-01 -9.70544090e+00
 -1.36167154e+01 -2.29015031e+00  8.55908317e+00  4.94369240e+00
 -4.53955931e+00 -7.99069294e+00 -2.38289125e+00  3.53098000e+00
 -1.62540712e-01 -6.57744538e+00 -7.08637061e+00 -8.46195946e-01
  5.16950903e+00  4.44956582e+00  1.90497191e+00  2.07277332e-01]"
data\UrbanSound8K\audio\fold10\93567-8-0-18.wav,93567-8-0-18.wav,93567,13.044365,17.044365,2,10,8,siren,"[-1.83257965e+02  1.43064974e+02 -6.75369181e+01 -1.07378746e+01
 -2.88116106e+01  2.58668031e+00  2.70756517e+00  1.03515385e+01
  2.24224192e+01 -7.03265422e+00 -6.90994437e-01  7.08359704e+00
  2.57855637e+00  2.09311753e-01  1.42747182e+00 -2.79419666e+00
 -5.54329769e+00  8.52923480e+00  6.17976769e+00  1.59280211e+00
  7.26827533e+00  1.09625597e+00 -1.04389508e+00  3.17045209e+00
  3.39180538e+00 -1.76091433e+00 -7.31843772e-01  1.57829753e+00
 -2.57330705e+00 -1.88534883e-01  1.32756355e+00 -8.35911502e-01
 -1.05133719e+00  2.08028541e-01  6.02300759e-01 -4.88975377e-01
 -7.31333730e-02 -1.72681798e+00 -1.58419890e+00 -1.22971196e-02]"
data\UrbanSound8K\audio\fold10\159742-8-0-2.wav,159742-8-0-2.wav,159742,1.129945,5.129944999999999,2,10,8,siren,"[-7.75568575e+02  1.01634865e+02  4.60172547e+01  1.10169544e+01
  4.44740723e+00  4.53788597e+00  6.67792925e+00  8.22576464e+00
  4.51349932e+00  3.56183984e+00  4.47797681e+00  9.68515933e+00
  5.25710645e+00 -4.96986930e-02 -4.28629713e+00 -1.01837713e+00
  1.21656037e+00  8.42075744e-01 -1.02141798e+00 -3.21697482e+00
 -1.94704771e+00 -2.21122009e+00 -1.62661588e+00 -3.18618048e+00
 -2.86219749e+00 -2.25896632e+00 -1.88988498e+00 -4.29311514e-01
 -1.87724388e+00 -2.85989256e+00 -3.33384260e+00 -8.83458203e-01
 -1.19720626e+00 -1.20835019e+00 -1.54160594e+00 -7.74921954e-01
 -9.45100342e-01 -2.19264603e+00 -1.35694804e+00 -1.80688637e+00]"
data\UrbanSound8K\audio\fold8\148632-8-0-3.wav,148632-8-0-3.wav,148632,131.29572199999998,135.29572199999998,2,8,8,siren,"[-5.54729373e+02  1.88726383e+02  6.67130908e+00  5.96430324e+00
  1.62233135e+01 -8.75264642e-01  7.29366526e+00  1.14002938e+01
  8.38271306e+00  1.27480304e+01  1.12469392e+01  9.73288321e+00
  7.68271021e+00  5.60213029e+00  3.12842831e+00  1.53397737e+00
  9.16147651e-01  9.94452046e-01 -1.02773017e+00 -4.23917951e-01
  3.11202531e-01  1.25495707e+00  8.97632570e-01 -8.20647003e-02
 -1.05349481e+00  5.47104979e-01  4.58830315e-02 -3.95370865e-01
 -1.83390988e-01 -8.36076519e-01 -1.81325762e+00 -1.91721664e+00
 -2.66689824e+00 -1.63988390e+00 -7.06554228e-01 -1.28063609e+00
 -1.72354481e+00 -6.02271647e-01 -4.45703389e-01 -3.36654476e-01]"
data\UrbanSound8K\audio\fold9\159745-8-1-4.wav,159745-8-1-4.wav,159745,3.699906,7.6999059999999995,2,9,8,siren,"[-6.89784820e+02  1.79715732e+02  4.43199610e+01 -1.71178083e+01
 -2.25866248e+00  1.47250885e+01  1.31370781e+01  9.52783630e+00
  8.13514371e+00  4.42146482e+00 -2.22953983e+00  5.99795805e-02
  1.96467852e+00 -3.33231437e-01 -5.44852325e+00 -4.89083554e+00
 -4.74428288e+00 -5.55432788e+00 -4.64072007e+00 -9.28761617e-01
 -1.31427311e+00 -3.68414174e+00 -3.45278221e+00 -2.51488499e+00
 -3.61552564e+00 -3.50728272e+00 -2.18123903e+00 -3.18058611e+00
 -3.49422687e+00 -3.81382784e+00 -4.17563971e+00 -3.84674127e+00
 -2.52039253e+00 -1.40775254e+00 -2.54469525e+00 -2.08566840e+00
 -1.79544491e+00 -1.33036459e+00 -4.92851520e-01 -6.48123141e-01]"
data\UrbanSound8K\audio\fold9\159748-8-2-3.wav,159748-8-2-3.wav,159748,31.787195,35.787195000000004,1,9,8,siren,"[-4.49847665e+02  2.51843629e+02  1.55560315e+01  2.05222530e+00
  3.30710487e+00  5.36255532e-01  4.37588693e+00  9.42627134e+00
  1.38109984e+01 -3.70102740e+00 -7.58995373e+00  5.42402671e+00
  1.93877161e+00 -2.81875189e+00 -1.97039153e+00 -4.23976658e+00
 -7.94268575e+00 -7.33569870e+00 -4.93941125e+00 -6.31766216e+00
 -5.80270264e+00 -4.03143078e+00 -2.68157231e+00 -1.40388418e+00
  1.53840819e+00  1.25941062e-01 -1.87603261e+00  4.64918424e-01
  2.67669518e+00  1.45441674e+00 -2.11430383e+00 -2.15922915e+00
 -5.59336882e-01 -3.30611989e+00 -4.59370638e+00 -2.99967397e+00
 -4.74068771e+00 -1.77838411e+00 -3.35953715e+00 -4.60590191e+00]"
data\UrbanSound8K\audio\fold2\102871-8-0-4.wav,102871-8-0-4.wav,102871,2.0,6.0,1,2,8,siren,"[-241.9205663   190.63859203  -75.29791631    4.94870374  -18.60464094
   -2.21980858    4.86608133  -13.04090141    1.31281445   -6.67159787
  -11.32586729   -8.93980945   -0.48764039    2.91746708    1.73464297
    4.12834064   -0.38468851   -0.47864057    1.307349      1.79829637
    6.94958097    7.57530818   -7.08199899  -18.60938818  -17.77623675
   -1.8170906    13.10510105    8.25907107   -5.76889928   -9.52191713
   -2.58350139    4.15735977   -2.27077511  -13.13371553  -10.34506261
    2.60040515   10.29652506    7.52490684    1.86041241   -0.87852622]"
data\UrbanSound8K\audio\fold9\159748-8-0-9.wav,159748-8-0-9.wav,159748,4.5,8.5,1,9,8,siren,"[-4.66533034e+02  2.27081739e+02  2.46721140e+01  7.65687689e+00
  1.00446326e+01  3.16043017e-02 -8.80429782e-01  8.50801567e+00
  1.15013185e+01  1.11849994e+00  1.29736881e+00  1.15536925e+01
  5.54398897e+00 -2.12864813e+00 -1.05040932e+00 -3.29753705e-01
 -2.22748525e+00 -2.22480915e+00 -1.96925340e+00 -5.25672662e+00
 -6.82503018e+00 -4.24707309e+00 -1.48799203e+00 -2.85185900e+00
 -2.37806710e+00 -2.18468755e+00 -3.32626611e+00 -1.90752390e+00
  1.04411466e-01 -1.13990409e+00 -3.44983510e+00 -2.74154402e+00
 -2.14928752e+00 -5.31811299e+00 -6.00733885e+00 -3.72849070e+00
 -4.97421051e+00 -2.72094769e+00 -2.12977590e+00 -2.21559137e+00]"
data\UrbanSound8K\audio\fold2\123688-8-2-0.wav,123688-8-2-0.wav,123688,71.53549,75.53549,2,2,8,siren,"[-3.50139231e+02  1.52988589e+02 -2.02534105e+01 -6.89686621e+00
 -7.10253695e+00  1.41547136e+01  3.27287700e+00  3.52327682e+01
  8.73186105e+00  3.84421351e+00 -1.26226404e+01  1.28515111e+01
  3.19549893e+00  4.51491401e+00 -6.91127224e+00 -6.27466756e+00
 -7.41844382e+00  7.59569561e+00 -9.48619511e-01  3.77159223e-01
 -2.29431442e+00 -2.06561147e+00 -1.26500299e-01  3.28057641e+00
  2.00747119e+00 -4.08161761e+00 -7.68385840e+00  9.60910595e-01
 -6.89172499e-01 -5.95822171e-01 -2.25480014e+00 -2.00936977e+00
 -4.44142360e+00 -1.67860165e+00 -1.69074909e+00 -4.44524326e-01
 -3.81417260e+00 -4.35246975e+00 -1.21634399e+00  6.99753927e-01]"
data\UrbanSound8K\audio\fold8\148632-8-0-8.wav,148632-8-0-8.wav,148632,133.79572199999998,137.79572199999998,2,8,8,siren,"[-5.96301911e+02  1.83016821e+02  2.74849382e+01 -2.01973524e+01
 -9.52531209e+00  3.42399386e-01  7.45118484e+00  1.19353530e+01
  8.94602401e+00  5.88673149e+00  3.37740081e+00  2.85276171e+00
  2.06541169e+00  3.78271238e+00  2.27331595e+00  8.08187683e-02
 -2.72808590e+00 -1.58876326e+00  4.58639359e-01  8.48176203e-01
 -8.31672946e-01  1.35136538e-01 -4.82968815e-01 -2.04194670e+00
 -1.79061429e+00 -1.29076212e-01 -1.29990168e+00 -1.53338816e+00
 -2.01468238e+00 -1.80132448e+00 -9.42327487e-01 -1.22959866e+00
 -1.84045889e+00 -1.33405425e+00 -1.26778173e+00 -2.03386344e+00
 -2.04879124e+00 -1.47100148e+00 -2.61044751e+00 -2.32027698e+00]"
data\UrbanSound8K\audio\fold8\157868-8-0-12.wav,157868-8-0-12.wav,157868,6.0,10.0,1,8,8,siren,"[-173.14006466  160.10754625 -137.54340724  -28.77112971  -69.47405572
   -8.14565477    2.16040817   28.96896438   19.78617703    7.85282577
    7.57345735   -0.35794155    9.60429741   -5.28892388   -2.19849064
  -21.77424078    1.87801086    6.76925791   -3.98709668    2.7159877
    6.24585388   14.2275701    -3.07116139    3.50825009    3.94859132
   -5.95707727  -11.78741236  -10.95051051  -10.52158793   -3.37636762
    0.88627224   -8.50483649   -2.12312134   -4.34080224    0.4071567
   -0.90129452   -5.11533935   -3.97015519   -5.94622872   -4.0733879 ]"
data\UrbanSound8K\audio\fold3\22601-8-0-50.wav,22601-8-0-50.wav,22601,25.0,29.0,2,3,8,siren,"[-3.34215697e+02  2.22817824e+02 -1.10607494e+01 -3.01205045e+00
  4.87580529e-01 -6.50652089e+00  1.30393801e+01  9.32176261e+00
  8.35919966e+00 -7.80521372e-01 -8.27152333e+00 -3.87905671e+00
 -1.24479251e+00  4.34361173e+00  1.53782685e+00 -4.05551208e+00
 -8.42223617e+00 -7.62850820e+00  3.72622772e-02  3.98430571e-02
  9.13462735e-01 -2.08794034e+00 -2.04882780e+00 -5.23070065e+00
  1.32222344e-01  3.14751546e-01  3.22058436e-01 -2.45116851e-01
 -8.50495064e-01 -8.85949096e-02  1.29170649e+00  1.79574561e+00
  3.29027091e+00  1.23689160e+00 -2.58085873e+00 -1.46434515e+00
  1.41685428e+00 -1.05388797e+00  1.73867873e+00 -3.44303809e+00]"
data\UrbanSound8K\audio\fold6\135160-8-0-4.wav,135160-8-0-4.wav,135160,125.307227,129.307227,2,6,8,siren,"[ 1.80471313e+02  2.30759604e+01 -1.56801057e+01 -1.30921566e+01
 -1.05675973e+01  6.59845995e+00  9.52304509e+00  1.42680006e+00
 -1.14679852e+00 -2.38754340e+00 -5.49327336e+00 -5.98816183e-01
  2.98325900e+00 -4.94866706e-01 -1.05739133e+00 -2.33315647e+00
 -2.07714499e+00  1.02962062e-01 -2.41410850e-01 -5.99484317e-01
  6.20046400e-01  1.61120524e+00 -4.62464471e-01  9.64269745e-02
  1.37824419e+00  1.51488008e+00  1.22088412e-01 -1.11730597e-01
  2.32273006e-01  6.23960800e-01 -3.02108513e-01 -1.20328670e+00
 -3.17991482e-01  3.16252180e-01  3.81255965e-01 -7.94650511e-01
 -4.93214420e-01 -9.81867210e-01 -4.88352695e-02 -1.50144304e-02]"
data\UrbanSound8K\audio\fold2\123688-8-0-6.wav,123688-8-0-6.wav,123688,17.175572000000006,21.175572000000006,2,2,8,siren,"[-3.63494682e+02  1.39699307e+02 -6.75769260e+00  1.31690092e+00
  2.63649353e+00  1.92350688e+01 -3.32773860e-01  2.70058786e+01
 -5.59473772e-01  6.11187853e+00 -1.05241660e+01  1.28133970e+01
  9.39457186e-01  2.62792671e+00 -3.13286765e+00  5.66669229e-01
 -5.37411093e+00  5.54397194e+00 -5.69664806e-01  7.70623446e-02
 -3.97707124e+00 -1.82025099e+00 -2.58730885e+00  2.94857937e+00
 -8.45929929e-01 -2.81049914e+00 -5.01915511e+00 -1.05924666e+00
 -3.99204651e-01 -9.94066470e-02 -3.37928847e+00 -1.49269776e+00
 -1.67705408e+00  1.44882375e+00  2.64003365e-01 -4.31746451e-01
 -4.06681107e+00 -2.53356698e+00 -1.99694962e+00 -9.89836837e-01]"
data\UrbanSound8K\audio\fold9\159755-8-0-0.wav,159755-8-0-0.wav,159755,2.410271,6.410271,1,9,8,siren,"[-7.55484183e+02  1.16198527e+02  4.09983997e+01  1.05637295e+01
  1.29532125e+01  1.25407633e+01  1.29729888e+01  1.23510499e+01
  3.48279891e+00 -5.03769823e+00 -5.50478832e+00  3.91247733e+00
  6.72468329e+00  1.54808252e+00 -6.24048481e+00 -4.42017819e+00
 -1.87295405e+00 -2.35392609e+00 -4.54247825e+00 -3.21542909e+00
 -4.00260185e+00 -4.85732584e+00 -2.47298950e+00 -1.19188930e-01
 -2.46392752e+00 -4.57008800e+00 -2.35812249e+00 -1.84206743e+00
 -1.58275570e+00 -2.34792031e+00 -2.61119412e+00 -3.01285860e+00
 -2.88994666e+00 -2.58253319e+00 -3.84164850e+00 -2.27655490e+00
 -7.11364651e-01 -1.18303777e+00 -3.30890979e+00 -3.46985530e+00]"
data\UrbanSound8K\audio\fold5\203913-8-0-7.wav,203913-8-0-7.wav,203913,3.5,7.5,1,5,8,siren,"[-2.06436609e+02  1.68821398e+02 -4.86054209e+01 -1.13681345e+01
 -3.03933133e+01  1.13959997e+00 -1.30546285e+00  1.73496080e+01
  9.75919187e+00 -1.25765267e+01 -4.19337104e+00 -9.61845607e+00
  4.63818634e+00 -4.33023421e+00 -2.18205730e+00 -1.05305286e+00
 -1.04596648e+00  3.79439642e+00 -4.74629199e+00  6.74086864e-01
 -3.51716067e+00 -5.20194326e+00 -7.39060484e+00 -5.20876789e+00
  1.32491774e+00 -2.08305457e+00 -1.65573277e+00 -2.93499919e-01
  2.45736744e+00 -2.50927523e-01 -9.31957823e-01 -1.19588841e+00
 -2.74243315e+00 -1.09276123e+00 -1.25896333e+00 -5.28084058e-01
 -1.31106508e-01  1.64111223e+00  1.15208295e-02 -2.66408844e-01]"
data\UrbanSound8K\audio\fold1\164053-8-2-2.wav,164053-8-2-2.wav,164053,22.660377,26.660377,2,1,8,siren,"[-5.23338652e+02  2.03683916e+02 -1.08442943e+01 -4.39760483e+00
  3.60388548e+00  2.17805821e+00  1.34339520e+00  1.07594549e+01
 -5.81592558e+00  1.23901738e-02  7.46936757e+00  8.69527165e+00
  7.42764439e+00  1.14123422e+01  1.25220967e+00  5.49165272e+00
  2.19223579e+00  6.88086890e+00  1.07593819e+00  4.90183553e+00
  1.87724484e+00 -4.48892739e+00  1.67669169e+00  8.68771561e+00
  3.27079548e+00  2.85604567e+00  3.42639592e+00  1.50925025e+00
  2.26563477e+00  5.45735039e+00  3.12897212e+00 -1.94110002e+00
 -1.04928481e+00  2.37899917e-01  7.90396857e-01  2.62897637e+00
 -2.01011452e+00 -5.18339043e+00 -7.26646959e-01  3.02293589e+00]"
